"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Bahamas, The","BHS","Trade (% of GDP)","NE.TRD.GNFS.ZS","","","","","","","","","","","","","","","","","","148.793828892006","150.180201826045","129.075265039896","133.258443795402","129.75113915177","125.337388329215","124.584487534626","121.895056587134","124.061710865761","121.72295247725","117.126017580178","","111.000326583932","110.120025268478","106.118618136001","101.461563203602","103.359961190168","104.401963792574","104.465441819773","105.856747021336","91.2568313721158","88.9055508110172","86.6985760066658","91.2014630618603","82.9973862341255","80.578229708669","81.4482919688367","87.1055857616409","93.201182109729","100.114643137456","100.704820629797","100.024251242876","87.5319693094629","89.9873577749684","100.950570342205","84.2507345739471","83.6820514741693","88.9245467456058","78.0978647686833","76.7364009305795","",
"Bosnia and Herzegovina","BIH","Trade (% of GDP)","NE.TRD.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101.847227683838","91.8796126648453","107.500043530726","100.630964756317","125.666609057011","121.820629357681","104.19061090981","104.318949933442","95.2767695073556","113.457846454851","109.74013133431","103.244773426647","98.0289377986729","83.5642764969633","86.1628773169201","73.7474978345482","80.9682123203619","87.8363496197781","88.1978712345139","87.8763814029585","90.5618503211591","87.8087488929385","87.707102239766","",
"Belarus","BLR","Trade (% of GDP)","NE.TRD.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.6073903002309","70.264064293915","117.122769064359","151.003734827264","155.374525099476","103.718865988043","96.7748510210635","125.516199461276","122.957751433396","120.835126504442","141.609165955024","137.044930473063","131.002058282291","134.141852273225","142.136510387704","118.88435169233","124.295103889387","128.153877979073","129.599478545475","112.310338455001","115.917972989303","157.974255073313","153.085269313372","119.815965235724","110.651424367582","115.914826201946","125.420742270577","",
"Belize","BLZ","Trade (% of GDP)","NE.TRD.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","123.95378690629","128.745463970969","118.549511854951","114.074074074074","132.598387861546","109.777671527612","113.649330700022","123.051889350931","129.866624325183","128.872366790582","122.285437598354","119.119694774755","102.638733742784","96.8752090372876","102.270110871105","97.0720178849822","100.269300534251","108.486456089493","109.509168061276","122.41125289473","126.641616364056","119.967572797761","118.690451367396","119.121744960906","109.074108648191","117.353301636195","122.783107328688","122.307018725165","132.024217880257","107.847214262087","115.684327568387","123.222784932902","125.394775576994","128.007244938723","126.436190562081","126.235108068029","","",
"Bermuda","BMU","Trade (% of GDP)","NE.TRD.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.999706185164","77.2691870746085","76.480186266016","75.4166518435904","77.2607832126178","","","","",
"Bolivia","BOL","Trade (% of GDP)","NE.TRD.GNFS.ZS","32.6121801927315","31.3443140187853","32.4062563967302","34.7256449489859","34.9287430527115","37.045854293376","38.1057244680236","39.6004836104236","49.0857569387232","49.7398062739261","48.9490235021516","45.7968341785769","45.1315789473684","56.0321291496854","62.0901346785323","58.154952408662","57.5609577639979","56.4206190675276","52.7033855482567","51.5707792927613","46.8130067540957","46.2197717378319","58.4682612528799","52.3558215449165","49.474733747021","41.8927645575655","47.0313619243896","43.622659299485","41.9062514460229","45.6546787096107","46.7032732211903","48.4449664982379","49.1108569698764","47.4671274983013","48.8608514107981","49.7379857027158","49.8562911066617","50.4696634073311","52.2811617688536","44.1682546423174","45.5977751096643","45.2278213515973","49.350260466538","51.9678351389575","57.4642663162886","67.6419424916322","74.5378491112511","76.0613150307255","82.8670211992063","68.6270745184224","75.5116265414044","82.4803951341058","84.9487612540949","81.2309073172861","85.264469812741","67.9328449414657","56.6258130119523","",
"Brazil","BRA","Trade (% of GDP)","NE.TRD.GNFS.ZS","14.1763320197361","14.6188670166801","9.05773411905174","18.1474542661017","12.0630092764625","13.2916862270444","12.8164043060117","11.5379421311238","12.6109104199433","13.1741168938292","14.4791954967734","14.5512801755657","16.103251255854","17.7732588226592","21.8968474924518","19.0441531301006","16.4683313792368","15.1701161077981","14.5399732261263","16.2994727376357","20.358560531222","19.2198034029422","15.8841617251626","20.4301627867509","21.4719722116083","19.343274227025","15.1711652325925","15.652605863759","16.5807547623932","14.3908776604293","15.1617555617525","16.5909166307269","19.2533435846423","19.5993162912733","19.3329054571035","16.6326622606573","15.6355621382769","16.5761814284169","16.4386527274378","20.9821358798431","22.6397785659661","26.936301259504","27.6183714538269","28.1404417238908","29.6782530966671","27.0867655893529","26.0416692606196","25.2925544331559","27.2576108518771","22.1059519555577","22.5173816673688","23.7016329927324","24.7653050203956","25.561879046496","24.6854273923715","26.9559135362429","24.6137201915781","",
"Barbados","BRB","Trade (% of GDP)","NE.TRD.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.0253102346726","82.5261958433451","76.159721154339","80.7532499088811","83.4223115856618","90.0714364215848","91.5481344052773","93.8506845574755","86.2870584979417","86.4266613845697","88.7794329649207","84.6405595751849","81.8100075719334","88.2941203413897","90.2172521234368","95.6675134067175","95.8543305232421","94.170765404808","98.1887439498188","89.0878542190548","88.2532247038652","86.5326439099745","86.3594875814748","93.4926829268293","91.4774268447492","79.0004690073405","","",
"Brunei Darussalam","BRN","Trade (% of GDP)","NE.TRD.GNFS.ZS","","","","","","","","","","","","","","","107.407690543536","113.485417268265","111.913768095333","110.722059241033","109.48541402428","109.199455478834","105.025773195876","106.856740202721","106.569503040929","107.25144327232","","","","","","97.0192105593723","99.0753800344774","106.849100860047","105.781364636831","106.526982212843","99.4874259170271","115.543964232489","120.573963676695","115.67966826487","107.87610619469","104.219571630114","103.171625469555","108.718870678156","108.747969082215","105.258467568503","100.589570685232","97.4576166216243","96.9411493596989","95.7504672644039","105.913844072184","108.572636487672","95.3718566078117","99.5365403596103","105.637944796874","110.936878837404","99.3694492143503","84.8970637867027","87.3198028725804","",
"Bhutan","BTN","Trade (% of GDP)","NE.TRD.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","51.3479721963706","63.4785237107963","61.3938858648206","57.8312359709116","58.0612021643078","66.1305839633803","70.0522366391781","61.6385014393624","77.1890437745484","66.0154058796115","57.4829835555202","72.2810297721311","87.8903326587381","75.6620331296629","68.9547840069737","80.3984622015262","81.1564493428122","82.0206934423105","82.5175996793296","81.8156737632596","77.6648450275376","74.0343281424647","73.2002664535418","76.3574134591473","93.1919114580885","102.698072897369","113.597305256661","112.264075738504","106.749451994739","106.906126982571","113.183993820434","111.691583284285","101.763927226458","102.735475201749","93.6226199498435","94.9550445806489","82.8111555551281","",
"Botswana","BWA","Trade (% of GDP)","NE.TRD.GNFS.ZS","65.9195781147001","69.7418276611398","72.7650318789505","76.3398001952537","77.387712439321","82.3170731707317","80.2168021680217","75.3873411098824","86","75.3375337533753","85.5692530819434","94.7136563876652","97.9150275373721","100.796695190322","105.698485212792","107.386255473063","116.707882534776","120.210387902696","120.584926884139","119.372942232864","119.501546297981","121.235392320534","123.836180087077","124.649064820936","118.773470717855","117.522808175582","117.459589590737","123.571753295954","114.451590222921","105.360864562126","104.847320396747","99.5583853464229","89.7512545868151","86.2082050096699","88.1806097283683","94.595171646002","90.955575275056","108.604415150755","101.841039320292","98.9290812021418","91.924729689918","87.5250655680957","91.8357740585774","85.8340425151264","90.9978228872631","88.5053520573505","86.3345889171215","95.1046387229602","96.715910335632","86.6860199052182","94.8997963219007","101.360470544953","108.651564255034","122.949083019171","114.772662617607","105.794545302837","97.6453008919567","",
"Central African Republic","CAF","Trade (% of GDP)","NE.TRD.GNFS.ZS","57.4545367418192","62.2516545984825","62.2950725665156","63.7223974454916","69.2528596784602","64.7696449864499","70.8762886597938","73.2009677419355","73.9435231051187","64.933122360612","73.5008478028886","67.2226952791009","58.7478877440636","65.1049252125144","71.0729370672464","61.0503166351623","51.5134770679399","59.5293038235671","57.3060779001441","57.5655068303631","66.3023280832322","58.4431938924067","56.4022587335688","60.7652604197473","58.8956716431012","53.6444942027307","46.8090580912756","46.3944345628938","42.7986346311062","46.7670475619484","42.9429835183745","43.7093216871222","43.2290760804125","39.9886220219109","48.4180322318527","50.4758911171183","47.0844050293092","55.8185083614851","51.0495318767161","43.212343897896","45.6597819937269","39.7304997372329","36.1085647794782","36.2312260023474","33.2439549188203","35.0709368656226","36.3958497221677","37.5685130833261","34.4375514649061","33.9200968903748","38.3170635219346","33.2831783989625","33.2096656308712","39.4564261277737","50.5926182667035","47.1906235599653","42.7383510537187","",
"Canada","CAN","Trade (% of GDP)","NE.TRD.GNFS.ZS","35.1016149255244","35.804682056991","35.5754619200881","35.7025465590085","37.3421414767856","37.1892288290064","38.6433733658693","39.520996594418","41.1798979624839","42.3883808000031","41.3028289164877","40.47707640957","41.6431738006748","44.110426690141","47.9709393107144","45.7457385257029","44.1653433043191","45.6684338342554","48.791812808131","52.2050242281621","53.2960882602348","52.114697878901","46.6025291320749","46.689826562876","52.4748882655467","52.8621191587612","53.0824673467442","50.8698677800974","51.3631464395477","50.0493254372775","49.9670272742883","49.2020770736772","52.7174558217031","58.2448751557867","64.3982890588684","69.0974253684981","70.2995135486446","74.3850550170262","78.1588507353608","80.1939557332526","82.8577260109944","78.4063200073652","75.7326903481603","69.8434394532578","70.1805468539895","69.709843418761","67.9811849160338","66.1920443943943","66.9242305902937","58.348246898457","60.0607292686317","62.3286223912692","62.3971367253161","61.9733949150792","64.1835554836149","65.5489169481516","64.385187201856","",
"Central Europe and the Baltics","CEB","Trade (% of GDP)","NE.TRD.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.037487083915","55.3684273463444","63.5111175233993","58.5046665908661","58.4533429032745","67.7550016328427","70.1207715630697","74.4886635274776","74.6742477967696","74.6323866936582","83.7737880143323","84.276474864532","83.1229254299966","87.0906697250944","93.957778691846","96.4845552653611","104.488858324528","106.537780769195","105.182877191034","94.0158103176422","105.372378975265","114.25636820671","117.8374394063","118.937192412497","122.288834927068","122.965558561816","123.666822702796","",
"Switzerland","CHE","Trade (% of GDP)","NE.TRD.GNFS.ZS","54.5158250648568","55.8302884047897","55.7154734454787","54.9017529939724","54.8715362748046","54.5277284354735","54.9043545446454","54.019131972861","56.2412620383239","60.0482109164962","","","","","","","","","","","96.4908983185094","97.5435668198953","89.4584250353926","88.4089037099586","93.1131657238403","94.2891298891593","88.2949532042995","82.1594327361602","84.5896837961272","89.6859547198566","83.70214449103","79.2440291193088","79.8334127343961","78.4779723746204","76.9523264714366","77.0956428140903","79.6701655268348","89.3729070634287","88.8662925057571","90.0752247705595","98.1055970153957","96.1637042872223","91.1530342129015","89.5299014537323","93.9925535148421","100.329813608585","104.517837158744","111.310846644869","114.779395129489","106.930166516828","117.252176696941","122.496172646162","123.682364403577","131.796551442727","116.860116317017","112.768159487105","120.4002140529","",
"Channel Islands","CHI","Trade (% of GDP)","NE.TRD.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
